Invoice_ID,Invoice_Date,Vendor_Name,Invoice_Number,Category,Description,Amount_USD,Tax_USD,Total_USD,Payment_Method,Due_Date,Status
INV00436,2026-05-31,Cleaning Services,NO1437,Maintenance,Cleaning,182.47,18.25,200.72,Online,2026-06-15,Overdue
INV00437,2026-06-13,Zoom,NO1438,Software,Zoom Subscription,919,91.9,1010.9,Cash,2026-06-28,Paid
INV00438,2026-06-02,Dell Store,NO1439,Equipment,Laptop,841.2,84.12,925.32,Bank Transfer,2026-06-17,Overdue
INV00439,2026-02-01,City Electricity,NO1440,Utilities,Electricity Bill,1404.15,140.42,1544.57,Cash,2026-02-16,Paid
INV00440,2026-05-15,ABC Office Supplies,NO1441,Office Supplies,Printer Paper,959.01,95.9,1054.91,Cash,2026-05-30,Paid
INV00441,2026-01-24,ABC Office Supplies,NO1442,Office Supplies,Printer Paper,691.51,69.15,760.66,Cash,2026-02-08,Overdue
INV00442,2026-06-25,ABC Office Supplies,NO1443,Office Supplies,Printer Paper,265.25,26.53,291.78,Online,2026-07-10,Pending
INV00443,2026-05-30,Fuel Station,NO1444,Travel,Fuel,491.88,49.19,541.07,Online,2026-06-14,Pending
INV00444,2026-05-23,Cleaning Services,NO1445,Maintenance,Cleaning,1068.03,106.8,1174.83,Cash,2026-06-07,Paid
INV00445,2026-04-16,Fuel Station,NO1446,Travel,Fuel,1189.03,118.9,1307.93,Cash,2026-05-01,Pending
INV00446,2026-05-06,Zoom,NO1447,Software,Zoom Subscription,441.16,44.12,485.28,Bank Transfer,2026-05-21,Overdue
INV00447,2026-06-27,Dell Store,NO1448,Equipment,Laptop,1098.17,109.82,1207.99,Bank Transfer,2026-07-12,Paid
INV00448,2026-04-29,Nepal Telecom,NO1449,Internet,Internet,538.08,53.81,591.89,Bank Transfer,2026-05-14,Pending
INV00449,2026-06-06,Nepal Telecom,NO1450,Internet,Internet,284.31,28.43,312.74,Bank Transfer,2026-06-21,Overdue
INV00450,2026-06-04,DHL,NO1451,Shipping,Courier,1172.32,117.23,1289.55,Credit Card,2026-06-19,Paid
INV00451,2026-02-18,City Electricity,NO1452,Utilities,Electricity Bill,298.25,29.83,328.08,Online,2026-03-05,Pending
INV00452,2026-02-16,ABC Office Supplies,NO1453,Office Supplies,Printer Paper,39.02,3.9,42.92,Online,2026-03-03,Overdue
INV00453,2026-04-10,ABC Office Supplies,NO1454,Office Supplies,Printer Paper,666.2,66.62,732.82,Cash,2026-04-25,Paid
INV00454,2026-04-01,Nepal Telecom,NO1455,Internet,Internet,479.31,47.93,527.24,Credit Card,2026-04-16,Pending
INV00455,2026-02-10,DHL,NO1456,Shipping,Courier,1003.25,100.33,1103.58,Credit Card,2026-02-25,Overdue
INV00456,2026-01-24,ABC Office Supplies,NO1457,Office Supplies,Printer Paper,1129.77,112.98,1242.75,Credit Card,2026-02-08,Overdue
INV00457,2026-01-29,City Electricity,NO1458,Utilities,Electricity Bill,921.63,92.16,1013.79,Credit Card,2026-02-13,Paid
INV00458,2026-04-23,Fuel Station,NO1459,Travel,Fuel,34.57,3.46,38.03,Bank Transfer,2026-05-08,Overdue
INV00459,2026-03-24,Microsoft,NO1460,Software,Microsoft 365,891.09,89.11,980.2,Bank Transfer,2026-04-08,Paid
INV00460,2026-05-08,Zoom,NO1461,Software,Zoom Subscription,1460.6,146.06,1606.66,Cash,2026-05-23,Overdue
INV00461,2026-01-08,Fuel Station,NO1462,Travel,Fuel,1011.13,101.11,1112.24,Cash,2026-01-23,Pending
INV00462,2026-04-07,Microsoft,NO1463,Software,Microsoft 365,202.37,20.24,222.61,Credit Card,2026-04-22,Overdue
INV00463,2026-01-12,Zoom,NO1464,Software,Zoom Subscription,273.22,27.32,300.54,Bank Transfer,2026-01-27,Pending
INV00464,2026-01-01,Cleaning Services,NO1465,Maintenance,Cleaning,595.87,59.59,655.46,Cash,2026-01-16,Overdue
INV00465,2026-03-23,Microsoft,NO1466,Software,Microsoft 365,1286.74,128.67,1415.41,Online,2026-04-07,Pending
INV00466,2026-05-07,Dell Store,NO1467,Equipment,Laptop,1052.72,105.27,1157.99,Cash,2026-05-22,Pending
INV00467,2026-05-25,Nepal Telecom,NO1468,Internet,Internet,787.17,78.72,865.89,Cash,2026-06-09,Pending
INV00468,2026-01-06,City Electricity,NO1469,Utilities,Electricity Bill,1121.48,112.15,1233.63,Bank Transfer,2026-01-21,Overdue
INV00469,2026-01-01,Cleaning Services,NO1470,Maintenance,Cleaning,958.8,95.88,1054.68,Online,2026-01-16,Paid
INV00470,2026-02-27,ABC Office Supplies,NO1471,Office Supplies,Printer Paper,1291.92,129.19,1421.11,Bank Transfer,2026-03-14,Pending
INV00471,2026-06-18,Microsoft,NO1472,Software,Microsoft 365,1284.3,128.43,1412.73,Online,2026-07-03,Overdue
INV00472,2026-02-28,DHL,NO1473,Shipping,Courier,1118.58,111.86,1230.44,Bank Transfer,2026-03-15,Paid
INV00473,2026-04-13,Cleaning Services,NO1474,Maintenance,Cleaning,780.49,78.05,858.54,Bank Transfer,2026-04-28,Paid
INV00474,2026-05-27,Cleaning Services,NO1475,Maintenance,Cleaning,257.39,25.74,283.13,Cash,2026-06-11,Paid
INV00475,2026-02-07,ABC Office Supplies,NO1476,Office Supplies,Printer Paper,855.01,85.5,940.51,Bank Transfer,2026-02-22,Overdue
INV00476,2026-01-03,Fuel Station,NO1477,Travel,Fuel,1108.04,110.8,1218.84,Online,2026-01-18,Paid
INV00477,2026-06-28,Nepal Telecom,NO1478,Internet,Internet,1305.75,130.58,1436.33,Cash,2026-07-13,Paid
INV00478,2026-05-29,Nepal Telecom,NO1479,Internet,Internet,443.48,44.35,487.83,Credit Card,2026-06-13,Paid
INV00479,2026-05-14,Zoom,NO1480,Software,Zoom Subscription,1434.4,143.44,1577.84,Cash,2026-05-29,Overdue
INV00480,2026-03-20,Zoom,NO1481,Software,Zoom Subscription,783.26,78.33,861.59,Bank Transfer,2026-04-04,Pending
INV00481,2026-03-04,ABC Office Supplies,NO1482,Office Supplies,Printer Paper,818.95,81.9,900.85,Credit Card,2026-03-19,Overdue
INV00482,2026-04-24,Cleaning Services,NO1483,Maintenance,Cleaning,817.25,81.73,898.98,Cash,2026-05-09,Overdue
INV00483,2026-05-06,Cleaning Services,NO1484,Maintenance,Cleaning,1157.1,115.71,1272.81,Online,2026-05-21,Paid
INV00484,2026-04-29,Nepal Telecom,NO1485,Internet,Internet,1249.59,124.96,1374.55,Credit Card,2026-05-14,Paid
INV00485,2026-04-24,Microsoft,NO1486,Software,Microsoft 365,754.64,75.46,830.1,Credit Card,2026-05-09,Paid
INV00486,2026-05-10,City Electricity,NO1487,Utilities,Electricity Bill,1062.16,106.22,1168.38,Credit Card,2026-05-25,Pending
INV00487,2026-05-02,Nepal Telecom,NO1488,Internet,Internet,366.64,36.66,403.3,Credit Card,2026-05-17,Paid
INV00488,2026-05-20,Fuel Station,NO1489,Travel,Fuel,426.23,42.62,468.85,Online,2026-06-04,Pending
INV00489,2026-06-18,Zoom,NO1490,Software,Zoom Subscription,1024.79,102.48,1127.27,Cash,2026-07-03,Pending
INV00490,2026-05-05,ABC Office Supplies,NO1491,Office Supplies,Printer Paper,1221.24,122.12,1343.36,Credit Card,2026-05-20,Paid
INV00491,2026-05-29,Fuel Station,NO1492,Travel,Fuel,605.54,60.55,666.09,Credit Card,2026-06-13,Pending
INV00492,2026-02-08,ABC Office Supplies,NO1493,Office Supplies,Printer Paper,770.93,77.09,848.02,Cash,2026-02-23,Pending
INV00493,2026-05-01,Dell Store,NO1494,Equipment,Laptop,889.68,88.97,978.65,Online,2026-05-16,Overdue
INV00494,2026-03-01,Microsoft,NO1495,Software,Microsoft 365,953.5,95.35,1048.85,Cash,2026-03-16,Pending
INV00495,2026-02-01,Cleaning Services,NO1496,Maintenance,Cleaning,977.23,97.72,1074.95,Credit Card,2026-02-16,Paid
INV00496,2026-02-23,ABC Office Supplies,NO1497,Office Supplies,Printer Paper,195.29,19.53,214.82,Credit Card,2026-03-10,Paid
INV00497,2026-01-02,City Electricity,NO1498,Utilities,Electricity Bill,445.76,44.58,490.34,Credit Card,2026-01-17,Pending
INV00498,2026-04-18,ABC Office Supplies,NO1499,Office Supplies,Printer Paper,781.19,78.12,859.31,Online,2026-05-03,Overdue
INV00499,2026-05-07,ABC Office Supplies,NO1500,Office Supplies,Printer Paper,622.98,62.3,685.28,Bank Transfer,2026-05-22,Overdue
INV00500,2026-01-23,Nepal Telecom,NO1501,Internet,Internet,321.14,32.11,353.25,Cash,2026-02-07,Pending
